GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
1500000US300630007003,300630007003,"Block Group 3, Census Tract 7, Missoula County, Montana",529,95,118,65,42,48,0,10,0,10,0,10,0,10,0,10,42,48,0,10,0,10,0,10,0,10,0,10,42,48,0,10,12,18,30,43,0,10,76,55,17,20,10,16,7,11,0,10,0,10,59,53,30,48,0,10,29,24,0,10,411,98,153,74,132,70,0,10,75,67,49,30,8,13,21,23,0,10,0,10,0,10,0,10,0,10,21,23,0,10,0,10,8,12,13,20,258,94,132,77,0,10,71,56,51,54,10,16,126,68,0,10,75,55,18,21,33,39
1500000US300630008001,300630008001,"Block Group 1, Census Tract 8, Missoula County, Montana",865,168,277,128,29,43,0,10,0,10,0,10,0,10,0,10,29,43,0,10,0,10,0,10,0,10,0,10,29,43,0,10,29,43,0,10,0,10,248,117,121,73,46,53,39,44,0,10,36,42,127,115,22,36,0,10,105,109,0,10,588,126,297,96,221,104,0,10,135,104,40,38,46,44,76,50,52,45,0,10,27,34,25,32,0,10,24,32,0,10,24,32,0,10,0,10,291,120,172,85,0,10,79,60,75,56,18,29,119,91,0,10,66,79,53,48,0,10
1500000US300630008002,300630008002,"Block Group 2, Census Tract 8, Missoula County, Montana",519,98,28,36,8,13,8,13,0,10,8,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,20,34,0,10,0,10,0,10,0,10,0,10,20,34,20,34,0,10,0,10,0,10,491,97,378,99,260,93,0,10,109,68,138,66,13,22,118,98,66,71,0,10,66,71,0,10,0,10,52,64,0,10,13,22,0,10,39,59,113,68,61,42,0,10,19,30,22,26,20,31,52,49,0,10,20,33,16,26,16,26
1500000US300630008003,300630008003,"Block Group 3, Census Tract 8, Missoula County, Montana",758,160,175,112,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,175,112,61,67,23,36,38,59,0,10,0,10,114,86,0,10,19,29,22,35,73,74,583,161,377,117,209,92,0,10,134,84,30,36,45,39,168,112,10,18,0,10,10,18,0,10,0,10,158,112,0,10,105,92,53,67,0,10,206,119,90,62,21,34,57,52,12,20,0,10,116,101,0,10,36,41,19,27,61,91
1500000US300630008004,300630008004,"Block Group 4, Census Tract 8, Missoula County, Montana",716,123,263,112,72,50,20,29,0,10,0,10,0,10,20,29,52,42,0,10,0,10,0,10,0,10,0,10,52,42,17,28,35,30,0,10,0,10,191,113,34,41,0,10,0,10,17,30,17,27,157,116,14,24,71,81,72,91,0,10,453,106,236,85,169,77,0,10,98,63,71,51,0,10,67,53,15,25,0,10,15,25,0,10,0,10,52,50,0,10,31,36,21,34,0,10,217,82,124,73,24,38,18,28,63,52,19,30,93,56,0,10,16,25,77,50,0,10
1500000US300630009011,300630009011,"Block Group 1, Census Tract 9.01, Missoula County, Montana",387,118,55,84,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,55,84,0,10,0,10,0,10,0,10,0,10,55,84,55,84,0,10,0,10,0,10,332,111,165,98,102,58,0,10,32,35,42,36,28,33,63,80,46,76,0,10,0,10,46,76,0,10,17,27,0,10,0,10,17,27,0,10,167,98,80,57,0,10,45,44,24,29,11,17,87,84,0,10,0,10,72,81,15,23
1500000US300630009012,300630009012,"Block Group 2, Census Tract 9.01, Missoula County, Montana",529,91,48,47,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,48,47,0,10,0,10,0,10,0,10,0,10,48,47,17,29,21,34,10,17,0,10,481,86,412,102,369,101,0,10,47,52,183,91,139,88,43,44,0,10,0,10,0,10,0,10,0,10,43,44,0,10,29,36,14,24,0,10,69,47,29,24,0,10,0,10,13,20,16,25,40,39,0,10,9,17,31,36,0,10
1500000US300630009013,300630009013,"Block Group 3, Census Tract 9.01, Missoula County, Montana",593,116,126,80,37,41,14,24,0,10,0,10,14,24,0,10,23,34,0,10,0,10,0,10,0,10,0,10,23,34,0,10,0,10,23,34,0,10,89,71,30,38,0,10,30,38,0,10,0,10,59,72,0,10,0,10,59,72,0,10,467,125,349,106,313,106,0,10,127,80,74,49,112,64,36,45,0,10,0,10,0,10,0,10,0,10,36,45,0,10,18,31,18,31,0,10,118,98,100,94,0,10,0,10,80,88,20,33,18,30,0,10,18,30,0,10,0,10
1500000US300630009014,300630009014,"Block Group 4, Census Tract 9.01, Missoula County, Montana",492,120,87,74,58,68,15,24,0,10,0,10,15,24,0,10,43,65,0,10,0,10,0,10,0,10,0,10,43,65,0,10,43,65,0,10,0,10,29,32,0,10,0,10,0,10,0,10,0,10,29,32,0,10,0,10,0,10,29,32,405,114,260,112,260,112,0,10,63,73,63,47,134,67,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,145,64,19,23,0,10,0,10,19,23,0,10,126,61,0,10,17,27,18,31,91,58
1500000US300630009015,300630009015,"Block Group 5, Census Tract 9.01, Missoula County, Montana",353,109,143,129,126,127,79,105,0,10,69,103,10,16,0,10,47,75,0,10,0,10,0,10,0,10,0,10,47,75,47,75,0,10,0,10,0,10,17,28,0,10,0,10,0,10,0,10,0,10,17,28,17,28,0,10,0,10,0,10,210,64,139,63,98,58,0,10,27,34,39,40,32,36,41,48,26,40,0,10,0,10,0,10,26,40,15,23,0,10,0,10,15,23,0,10,71,55,0,10,0,10,0,10,0,10,0,10,71,55,0,10,16,26,28,31,27,32
1500000US300630009021,300630009021,"Block Group 1, Census Tract 9.02, Missoula County, Montana",971,59,66,35,38,30,22,18,0,10,15,17,7,7,0,10,16,25,16,25,0,10,16,25,0,10,0,10,0,10,0,10,0,10,0,10,0,10,28,20,8,9,3,5,0,10,5,7,0,10,20,18,0,10,9,13,9,11,2,3,905,61,684,74,588,52,0,10,129,26,293,40,166,35,96,68,58,67,0,10,58,67,0,10,0,10,38,19,0,10,9,10,18,12,11,10,221,56,159,49,0,10,34,25,66,36,59,30,62,35,0,10,18,25,11,10,33,23
1500000US300630010001,300630010001,"Block Group 1, Census Tract 10, Missoula County, Montana",774,137,211,112,61,55,10,19,0,10,0,10,0,10,10,19,51,53,0,10,0,10,0,10,0,10,0,10,51,53,0,10,0,10,51,53,0,10,150,112,78,96,0,10,78,96,0,10,0,10,72,60,41,47,0,10,17,28,14,24,563,127,237,105,196,97,0,10,62,52,104,89,30,36,41,47,0,10,0,10,0,10,0,10,0,10,41,47,0,10,24,39,0,10,17,28,326,115,283,108,0,10,154,78,93,66,36,56,43,38,0,10,17,27,13,21,13,20
1500000US300630010002,300630010002,"Block Group 2, Census Tract 10, Missoula County, Montana",513,140,81,64,8,18,8,18,0,10,0,10,8,18,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,73,61,21,35,0,10,0,10,21,35,0,10,52,49,26,30,26,42,0,10,0,10,432,135,323,142,196,101,0,10,105,89,49,50,42,47,127,102,55,63,0,10,55,63,0,10,0,10,72,82,0,10,72,82,0,10,0,10,109,75,73,62,26,40,19,32,0,10,28,33,36,42,16,27,0,10,20,30,0,10
1500000US300630010003,300630010003,"Block Group 3, Census Tract 10, Missoula County, Montana",647,149,198,140,16,28,0,10,0,10,0,10,0,10,0,10,16,28,16,28,0,10,16,28,0,10,0,10,0,10,0,10,0,10,0,10,0,10,182,137,78,87,0,10,78,87,0,10,0,10,104,113,30,44,64,104,10,16,0,10,449,110,217,96,133,77,24,38,46,55,63,47,0,10,84,58,58,48,0,10,30,48,28,45,0,10,26,31,0,10,13,20,13,25,0,10,232,111,82,67,0,10,72,65,10,16,0,10,150,83,0,10,85,73,34,31,31,34
1500000US300630010004,300630010004,"Block Group 4, Census Tract 10, Missoula County, Montana",513,127,172,104,122,95,68,84,0,10,0,10,0,10,68,84,54,60,0,10,0,10,0,10,0,10,0,10,54,60,0,10,0,10,54,60,0,10,50,49,19,30,0,10,0,10,19,30,0,10,31,38,0,10,0,10,14,23,17,29,341,97,100,61,79,58,0,10,15,24,25,37,39,37,21,28,11,18,0,10,0,10,0,10,11,18,10,18,0,10,0,10,0,10,10,18,241,91,88,80,0,10,47,73,0,10,41,37,153,78,0,10,79,64,23,24,51,45
1500000US300630011001,300630011001,"Block Group 1, Census Tract 11, Missoula County, Montana",455,77,147,83,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,147,83,70,64,13,21,47,58,10,15,0,10,77,60,25,26,52,55,0,10,0,10,308,62,203,55,185,53,9,16,56,36,60,35,60,29,18,20,8,14,0,10,0,10,8,14,0,10,10,14,0,10,0,10,10,14,0,10,105,44,27,30,0,10,23,28,0,10,4,8,78,38,0,10,43,30,18,20,17,20
1500000US300630011002,300630011002,"Block Group 2, Census Tract 11, Missoula County, Montana",580,92,110,52,20,24,6,10,0,10,0,10,6,10,0,10,14,22,0,10,0,10,0,10,0,10,0,10,14,22,14,22,0,10,0,10,0,10,90,48,25,28,15,24,10,16,0,10,0,10,65,39,12,19,24,27,29,23,0,10,470,101,208,63,138,50,7,11,55,42,69,34,7,12,70,49,14,18,0,10,7,13,7,12,0,10,56,47,0,10,8,13,48,44,0,10,262,83,150,72,30,44,47,49,73,41,0,10,112,53,14,23,45,34,53,35,0,10
1500000US300630011003,300630011003,"Block Group 3, Census Tract 11, Missoula County, Montana",570,86,148,82,35,56,0,10,0,10,0,10,0,10,0,10,35,56,0,10,0,10,0,10,0,10,0,10,35,56,0,10,35,56,0,10,0,10,113,70,7,12,0,10,0,10,7,12,0,10,106,69,70,62,25,27,0,10,11,16,422,99,180,64,146,58,0,10,60,30,58,46,28,26,34,31,12,18,0,10,12,18,0,10,0,10,22,26,0,10,22,26,0,10,0,10,242,91,75,63,39,56,6,12,21,23,9,15,167,87,89,80,21,22,27,24,30,28
1500000US300630012001,300630012001,"Block Group 1, Census Tract 12, Missoula County, Montana",293,64,28,31,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,28,31,13,20,0,10,0,10,13,20,0,10,15,23,15,23,0,10,0,10,0,10,265,65,165,60,100,46,0,10,54,33,46,39,0,10,65,42,0,10,0,10,0,10,0,10,0,10,65,42,0,10,34,28,16,27,15,23,100,71,82,69,38,59,44,35,0,10,0,10,18,27,0,10,18,27,0,10,0,10
1500000US300630012002,300630012002,"Block Group 2, Census Tract 12, Missoula County, Montana",473,107,146,74,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,146,74,94,65,48,46,31,38,0,10,15,23,52,40,0,10,10,16,0,10,42,40,327,98,117,67,97,66,0,10,57,51,40,48,0,10,20,28,20,28,0,10,20,28,0,10,0,10,0,10,0,10,0,10,0,10,0,10,210,81,89,65,0,10,48,56,15,25,26,30,121,62,20,33,11,16,51,45,39,38
1500000US300630012003,300630012003,"Block Group 3, Census Tract 12, Missoula County, Montana",420,92,32,36,18,29,18,29,0,10,0,10,0,10,18,29,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,14,22,14,22,14,22,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,388,100,256,81,190,73,0,10,70,46,52,48,68,50,66,57,0,10,0,10,0,10,0,10,0,10,66,57,0,10,48,50,18,29,0,10,132,74,24,31,0,10,24,31,0,10,0,10,108,73,0,10,62,61,19,30,27,30
1500000US300630012004,300630012004,"Block Group 4, Census Tract 12, Missoula County, Montana",1013,142,244,125,110,114,0,10,0,10,0,10,0,10,0,10,110,114,0,10,0,10,0,10,0,10,0,10,110,114,39,62,57,87,14,22,0,10,134,81,93,70,25,40,55,53,13,20,0,10,41,39,0,10,0,10,41,39,0,10,769,157,426,123,219,91,0,10,98,80,87,68,34,30,207,106,113,74,0,10,49,50,50,50,14,23,94,85,47,69,47,51,0,10,0,10,343,146,129,91,0,10,60,57,25,28,44,70,214,126,21,36,152,116,13,23,28,34
1500000US300630013021,300630013021,"Block Group 1, Census Tract 13.02, Missoula County, Montana",958,132,136,114,39,45,19,31,0,10,19,31,0,10,0,10,20,31,0,10,0,10,0,10,0,10,0,10,20,31,0,10,20,31,0,10,0,10,97,108,13,23,0,10,13,23,0,10,0,10,84,105,0,10,0,10,84,105,0,10,822,126,462,116,423,101,0,10,132,75,237,80,54,40,39,49,0,10,0,10,0,10,0,10,0,10,39,49,0,10,39,49,0,10,0,10,360,135,92,67,0,10,49,52,43,46,0,10,268,131,70,67,76,62,0,10,122,90
1500000US300630013022,300630013022,"Block Group 2, Census Tract 13.02, Missoula County, Montana",520,103,45,50,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,45,50,0,10,0,10,0,10,0,10,0,10,45,50,22,37,0,10,0,10,23,35,475,106,303,84,273,91,0,10,53,43,131,80,89,47,30,34,0,10,0,10,0,10,0,10,0,10,30,34,0,10,0,10,15,24,15,24,172,81,61,51,0,10,21,34,23,37,17,28,111,68,0,10,16,27,56,48,39,44
1500000US300630013023,300630013023,"Block Group 3, Census Tract 13.02, Missoula County, Montana",352,76,20,31,20,31,0,10,0,10,0,10,0,10,0,10,20,31,0,10,0,10,0,10,0,10,0,10,20,31,0,10,0,10,20,31,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,332,81,315,82,298,80,0,10,79,49,112,64,107,53,17,26,0,10,0,10,0,10,0,10,0,10,17,26,0,10,0,10,0,10,17,26,17,28,17,28,0,10,0,10,17,28,0,10,0,10,0,10,0,10,0,10,0,10
1500000US300630013024,300630013024,"Block Group 4, Census Tract 13.02, Missoula County, Montana",410,103,42,45,25,39,0,10,0,10,0,10,0,10,0,10,25,39,25,39,25,39,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,17,26,0,10,0,10,0,10,0,10,0,10,17,26,17,26,0,10,0,10,0,10,368,104,317,103,289,95,0,10,110,56,142,91,37,33,28,42,28,42,28,42,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,51,47,38,43,0,10,0,10,24,38,14,20,13,22,0,10,0,10,0,10,13,22
1500000US300630013025,300630013025,"Block Group 5, Census Tract 13.02, Missoula County, Montana",364,90,46,53,46,53,0,10,0,10,0,10,0,10,0,10,46,53,24,36,0,10,24,36,0,10,0,10,22,37,0,10,22,37,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,318,86,163,60,163,60,0,10,48,42,92,55,23,26,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,155,88,54,85,0,10,54,85,0,10,0,10,101,51,0,10,0,10,30,34,71,55
1500000US300630013031,300630013031,"Block Group 1, Census Tract 13.03, Missoula County, Montana",618,119,110,102,110,102,0,10,0,10,0,10,0,10,0,10,110,102,90,111,0,10,0,10,90,111,0,10,20,30,0,10,0,10,20,30,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,508,108,217,84,202,89,0,10,37,38,98,67,67,45,15,24,15,24,0,10,0,10,0,10,15,24,0,10,0,10,0,10,0,10,0,10,291,93,85,70,27,43,45,53,0,10,13,22,206,74,15,24,57,51,15,25,119,61
1500000US300630013032,300630013032,"Block Group 2, Census Tract 13.03, Missoula County, Montana",570,85,56,62,41,55,0,10,0,10,0,10,0,10,0,10,41,55,0,10,0,10,0,10,0,10,0,10,41,55,0,10,41,55,0,10,0,10,15,23,0,10,0,10,0,10,0,10,0,10,15,23,0,10,15,23,0,10,0,10,514,92,441,86,317,95,0,10,143,77,101,55,73,43,124,66,78,58,19,30,41,47,11,17,7,13,46,42,0,10,0,10,0,10,46,42,73,46,18,21,0,10,0,10,0,10,18,21,55,43,0,10,0,10,28,32,27,30
1500000US300630013033,300630013033,"Block Group 3, Census Tract 13.03, Missoula County, Montana",444,107,85,57,9,17,9,17,0,10,9,17,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,76,55,58,47,0,10,16,25,14,23,28,43,18,31,18,31,0,10,0,10,0,10,359,96,251,82,251,82,0,10,87,66,96,64,68,44,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,108,74,0,10,0,10,0,10,0,10,0,10,108,74,0,10,55,58,32,39,21,24
1500000US300630013034,300630013034,"Block Group 4, Census Tract 13.03, Missoula County, Montana",522,120,98,53,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,98,53,68,52,0,10,15,25,53,48,0,10,30,34,14,22,0,10,0,10,16,24,424,121,306,120,189,64,24,31,19,25,127,59,19,21,117,106,58,86,58,86,0,10,0,10,0,10,59,76,0,10,47,74,0,10,12,19,118,92,44,59,0,10,44,59,0,10,0,10,74,65,13,23,34,38,27,44,0,10
1500000US300630013041,300630013041,"Block Group 1, Census Tract 13.04, Missoula County, Montana",451,91,21,35,21,35,21,35,0,10,0,10,0,10,21,35,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,430,88,269,98,197,65,0,10,25,31,113,48,59,39,72,90,14,23,0,10,14,23,0,10,0,10,58,87,0,10,58,87,0,10,0,10,161,73,108,67,0,10,59,55,0,10,49,46,53,49,0,10,17,28,16,26,20,32
1500000US300630013042,300630013042,"Block Group 2, Census Tract 13.04, Missoula County, Montana",504,98,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,504,98,421,99,348,103,0,10,72,50,208,99,68,47,73,59,23,37,0,10,23,37,0,10,0,10,50,46,0,10,13,21,15,24,22,35,83,61,52,50,0,10,0,10,29,32,23,37,31,35,0,10,0,10,16,25,15,24
1500000US300630013043,300630013043,"Block Group 3, Census Tract 13.04, Missoula County, Montana",498,98,31,26,13,22,0,10,0,10,0,10,0,10,0,10,13,22,0,10,0,10,0,10,0,10,0,10,13,22,0,10,0,10,0,10,13,22,18,28,0,10,0,10,0,10,0,10,0,10,18,28,0,10,0,10,0,10,18,28,467,96,368,104,286,75,36,50,118,55,67,42,65,46,82,87,59,79,0,10,59,79,0,10,0,10,23,34,0,10,0,10,0,10,23,34,99,68,59,54,0,10,25,40,22,34,12,20,40,43,0,10,0,10,17,26,23,35
1500000US300630013044,300630013044,"Block Group 4, Census Tract 13.04, Missoula County, Montana",1154,128,74,68,24,38,0,10,0,10,0,10,0,10,0,10,24,38,0,10,0,10,0,10,0,10,0,10,24,38,0,10,0,10,24,38,0,10,50,55,24,36,24,36,0,10,0,10,0,10,26,43,26,43,0,10,0,10,0,10,1080,133,755,152,695,157,21,33,362,128,239,101,73,49,60,49,32,38,0,10,13,21,0,10,19,29,28,32,0,10,0,10,28,32,0,10,325,116,148,92,30,49,63,61,55,49,0,10,177,91,0,10,47,55,106,75,24,37
1500000US300630014001,300630014001,"Block Group 1, Census Tract 14, Missoula County, Montana",759,104,95,54,54,47,12,13,0,10,6,10,6,9,0,10,42,44,20,32,0,10,0,10,20,32,0,10,22,29,17,28,5,8,0,10,0,10,41,28,31,29,0,10,4,7,18,26,9,10,10,11,0,10,5,7,5,8,0,10,664,106,490,93,397,87,0,10,124,77,199,69,74,35,93,57,28,30,0,10,0,10,23,28,5,8,65,48,0,10,0,10,31,32,34,37,174,80,133,77,0,10,58,66,47,34,28,23,41,33,0,10,0,10,0,10,41,33
1500000US300630014002,300630014002,"Block Group 2, Census Tract 14, Missoula County, Montana",759,86,80,47,37,34,13,14,0,10,7,10,6,9,0,10,24,31,20,30,0,10,0,10,20,30,0,10,4,6,0,10,0,10,0,10,4,6,43,34,14,16,0,10,0,10,14,16,0,10,29,34,0,10,5,9,24,30,0,10,679,91,456,72,296,59,0,10,49,27,147,45,100,42,160,63,64,41,0,10,11,14,44,39,9,10,96,52,11,19,57,47,13,13,15,14,223,68,143,58,7,12,57,35,50,43,29,25,80,49,0,10,54,44,26,20,0,10
1500000US300630014003,300630014003,"Block Group 3, Census Tract 14, Missoula County, Montana",595,80,58,37,54,37,19,22,0,10,0,10,17,22,2,3,35,27,12,18,0,10,0,10,0,10,12,18,23,21,7,11,10,15,6,10,0,10,4,6,0,10,0,10,0,10,0,10,0,10,4,6,0,10,4,6,0,10,0,10,537,82,422,74,373,77,0,10,46,38,215,79,112,45,49,31,15,21,0,10,13,21,0,10,2,3,34,29,0,10,0,10,31,28,3,4,115,49,74,43,0,10,27,24,21,16,26,28,41,28,0,10,0,10,14,11,27,25
1500000US300630014004,300630014004,"Block Group 4, Census Tract 14, Missoula County, Montana",344,68,49,35,6,10,6,10,0,10,6,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,43,34,5,7,0,10,0,10,5,7,0,10,38,33,21,31,7,11,10,11,0,10,295,69,176,60,134,49,0,10,27,27,95,43,12,10,42,38,4,7,0,10,4,7,0,10,0,10,38,38,0,10,33,37,5,9,0,10,119,53,80,48,0,10,40,36,31,35,9,9,39,22,0,10,10,11,15,14,14,11
1500000US300630014005,300630014005,"Block Group 5, Census Tract 14, Missoula County, Montana",373,76,36,31,14,14,9,11,0,10,6,9,0,10,3,6,5,7,5,7,0,10,5,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,22,27,22,27,6,10,16,25,0,10,0,10,0,10,0,10,0,10,0,10,0,10,337,70,195,52,115,47,0,10,39,23,47,35,29,26,80,34,45,31,0,10,19,18,11,12,15,23,35,19,0,10,22,16,13,15,0,10,142,58,59,38,7,9,8,10,31,35,13,13,83,47,0,10,26,28,30,31,27,24
1500000US300630015001,300630015001,"Block Group 1, Census Tract 15, Missoula County, Montana",371,71,10,9,4,6,4,6,0,10,4,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,6,2,3,0,10,0,10,0,10,2,3,4,5,0,10,0,10,4,5,0,10,361,71,249,66,206,68,0,10,73,49,101,48,32,27,43,42,30,37,0,10,0,10,28,37,2,5,13,21,0,10,0,10,13,21,0,10,112,54,64,40,0,10,2,4,37,30,25,29,48,34,0,10,1,4,37,31,10,13
1500000US300630015002,300630015002,"Block Group 2, Census Tract 15, Missoula County, Montana",695,104,41,58,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,41,58,35,57,0,10,0,10,35,57,0,10,6,11,0,10,0,10,0,10,6,11,654,106,593,115,505,100,0,10,206,84,207,85,92,53,88,72,63,75,0,10,63,75,0,10,0,10,25,31,0,10,14,22,11,18,0,10,61,47,44,39,0,10,16,24,28,31,0,10,17,25,0,10,15,25,0,10,2,4
1500000US300630015003,300630015003,"Block Group 3, Census Tract 15, Missoula County, Montana",758,141,125,116,57,77,11,20,0,10,0,10,0,10,11,20,46,75,0,10,0,10,0,10,0,10,0,10,46,75,0,10,46,75,0,10,0,10,68,81,0,10,0,10,0,10,0,10,0,10,68,81,0,10,43,69,25,39,0,10,633,122,492,118,425,93,0,10,173,68,167,67,85,64,67,76,42,65,0,10,42,65,0,10,0,10,25,38,0,10,0,10,0,10,25,38,141,76,37,44,0,10,0,10,37,44,0,10,104,59,0,10,48,58,42,46,14,23
1500000US300630015004,300630015004,"Block Group 4, Census Tract 15, Missoula County, Montana",576,122,51,63,51,63,36,57,0,10,0,10,36,57,0,10,15,23,0,10,0,10,0,10,0,10,0,10,15,23,0,10,0,10,15,23,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,525,118,349,115,302,101,0,10,107,82,127,63,68,49,47,71,0,10,0,10,0,10,0,10,0,10,47,71,0,10,0,10,0,10,47,71,176,87,67,64,0,10,0,10,54,62,13,20,109,73,0,10,16,25,13,19,80,65
1500000US300630016001,300630016001,"Block Group 1, Census Tract 16, Missoula County, Montana",993,168,130,110,48,43,48,43,0,10,25,29,23,33,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,82,102,1,4,0,10,0,10,1,4,0,10,81,102,61,99,0,10,2,3,18,27,863,153,620,142,600,138,3,5,161,107,372,108,64,51,20,26,0,10,0,10,0,10,0,10,0,10,20,26,0,10,18,26,2,3,0,10,243,99,90,61,0,10,2,4,56,50,32,37,153,90,19,31,0,10,51,45,83,80
1500000US300630016002,300630016002,"Block Group 2, Census Tract 16, Missoula County, Montana",524,143,17,27,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,17,27,0,10,0,10,0,10,0,10,0,10,17,27,0,10,0,10,0,10,17,27,507,144,428,153,381,150,0,10,110,105,210,119,61,43,47,42,15,24,0,10,15,24,0,10,0,10,32,34,0,10,0,10,32,34,0,10,79,49,47,44,0,10,0,10,33,38,14,21,32,35,0,10,0,10,17,27,15,23
1500000US300630016003,300630016003,"Block Group 3, Census Tract 16, Missoula County, Montana",700,148,30,35,14,23,0,10,0,10,0,10,0,10,0,10,14,23,0,10,0,10,0,10,0,10,0,10,14,23,0,10,14,23,0,10,0,10,16,26,16,26,0,10,0,10,16,26,0,10,0,10,0,10,0,10,0,10,0,10,670,147,506,129,479,135,0,10,170,87,227,103,82,49,27,30,14,23,0,10,14,23,0,10,0,10,13,21,0,10,13,21,0,10,0,10,164,103,107,92,0,10,104,92,3,5,0,10,57,65,0,10,57,65,0,10,0,10
